gent_id,gent_id.1,gent_id.2,gent_id.3,gent_id.4,gent_id.5,gent_id.6,gent_id.7,gent_id.8,gent_id.9,gent_id.10,gent_id.11,gent_id.12,gent_id.13,gent_id.14,gent_id.15,gent_id.16,gent_id.17,gent_id.18,gent_id.19,gent_id.20,gent_id
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.003,-0.0059999999999999,-0.0067999999999999,0.008,0.004000000000000024
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.02,0.02,0.0239999999999999,0.029,0.033,0.033,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0078999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.028,0.036,0.0403333333333333,0.0419333333333334,0.0483777777777776,0.061711111111111,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-1.5178830414797062e-18,-0.003,-0.0054,-0.0073999999999999,-0.0091142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0024999999999999,-0.0020999999999999,-0.0040999999999999,-0.0058142857142856,0.0,0.012,0.0146666666666666,0.0146666666666667,0.0182666666666667,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0166666666666666,0.0169999999999999,0.0145999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.004,-1.1926223897340549e-18,0.0029999999999999,0.0045999999999999,0.0052666666666666,0.0073619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,0.0,0.004,0.0352,0.0697333333333334,0.0897333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.0
j,0.0099999999999999,0.0166666666666666,0.0136666666666666,0.0128666666666666,0.0241555555555555,0.0279650793650793,0.0,0.0,0.0,0.0,0.012,0.019,0.0309999999999999,0.0309999999999999,0.0,0.001,0.001,0.001,0.001,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,0.0054,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.009,0.009,0.008,0.0092,0.0095333333333333,0.0116285714285714,0.0,0.008,0.0126666666666666,0.0141666666666666,0.0189666666666666,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0389999999999998,0.0469999999999998,0.0649999999999998,0.0733999999999999,0.0833999999999999,0.0933999999999999,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.046,0.0446666666666667,0.0526666666666666,0.0590666666666666,0.0690666666666666,0.0795428571428571,0.0,0.0,0.0,0.0,0.0,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0286666666666666,0.0713333333333333,0.0713333333333333,0.0753333333333333,0.0839047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.04,0.048,0.0528,0.0588,0.0673714285714286,0.014,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.1019999999999999,0.1273333333333329,0.1859999999999993,0.2259999999999993,0.2448888888888883,0.2859999999999997,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0053333333333333,0.008,0.0088,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.0
j,0.072,0.076,0.085,0.0886,0.0952666666666666,0.1024095238095238,0.0,0.0599999999999999,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015000000000000006
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0059999999999999,-0.0083999999999999,-0.0083999999999999,-0.0101142857142856,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0149999999999999,-0.0169999999999999,-0.0187142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.034,0.115,0.2896666666666663,0.4134999999999997,0.5196000000000003,0.1470000000000001,0.1883333333333338
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.124,0.1199999999999996,0.2526666666666661,0.373266666666668,0.3772666666666681,0.4945682539682539,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.004,0.004,0.004,0.0104,0.0104,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0539999999999999,0.0,-0.004,-0.0054999999999999,0.0053,0.0043,0.0025857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,3.555000000000004,4.522999999999998,5.447000000000007,5.986400000000024,6.84940000000005,7.502495238095275,0.1379999999999999,1.0080000000000005,0.213,0.4670000000000007,1.2954999999999997,1.7605000000000013,2.2400999999999933,2.6982428571428594,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.026,0.128,0.4239999999999995,0.6269999999999983,0.7928999999999998,0.029,0.12166666666666646
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,0.0,-0.004000000000000001
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.1099999999999999,0.03,0.0826666666666666,0.104666666666667,0.121166666666667,0.1585000000000005,0.1992142857142863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.064,0.0926666666666667,0.1506666666666666,0.2541666666666665,0.0,-0.004000000000000001
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.0003333333333333,-0.0016666666666666,0.0035333333333333,0.024,0.03933333333333338
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.3870000000000008,1.115000000000001,1.5519999999999947,1.989699999999996,2.553233333333325,3.106328571428567,0.138,0.7380000000000003,0.159,0.3410000000000006,0.931999999999997,1.427299999999997,1.8116999999999923,2.2712714285714224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.027,0.033,0.0335,0.0427,0.0475,0.0532142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0093999999999999,-0.0113999999999999,-0.0131142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,-0.006,-0.0099999999999999,-0.0129999999999999,-0.0153999999999999,-0.0173999999999999,-0.0191142857142857,0.0,0.0,0.0,-0.004,-0.0069999999999999,-0.0081999999999999,-0.0101999999999999,-0.0119142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
